word_simplified,word_traditional,pinyin,pinyin_style2,hsk30_level,hsk30_level_zh,cc_cedict_english_definition,Group
堤坝,堤壩,dī bà,di1 ba4,9,高等,dam/dike,Group 21
地下水,地下水,dì xià shuǐ,di4 xia4 shui3,9,高等,groundwater,Group 21
第一手,第一手,dì yī shǒu,di4 yi1 shou3,9,高等,first-hand,Group 21
第一线,第一線,dì yī xiàn,di4 yi1 xian4,9,高等,front line/forefront,Group 21
底蕴,底蘊,dǐ yùn,di3 yun4,9,高等,inside information/concrete details,Group 21
弟子,弟子,dì zǐ,di4 zi3,9,高等,disciple; follower,Group 21
底子,底子,dǐ zi,di3 zi,9,高等,base/foundation/bottom,Group 21
笛子,笛子,dí zi,di2 zi,9,高等,bamboo flute/CL:管[guan3],Group 21
淀粉,澱粉,diàn fěn,dian4 fen3,9,高等,starch; amylum (C6H10O5)n,Group 21
点击率,點擊率,diǎn jī lǜ,dian3 ji1 lv4,9,高等,click-through rate (CTR) (Internet),Group 21
电铃,電鈴,diàn líng,dian4 ling2,9,高等,electric bell,Group 21
奠定,奠定,diàn dìng,dian4 ding4,9,高等,to establish/to fix/to settle,Group 21
电信,電信,diàn xìn,dian4 xin4,9,高等,telecommunications,Group 21
电讯,電訊,diàn xùn,dian4 xun4,9,高等,telecommunications/telecom,Group 21
点缀,點綴,diǎn zhuì,dian3 zhui4,9,高等,to decorate/to adorn/sprinkled/studded/only for show,Group 21
刁难,刁難,diāo nàn,diao1 nan4,9,高等,to be hard on sb; to deliberately make things difficult/Taiwan pr. [diao1 nan2],Group 21
掉队,掉隊,diào duì,diao4 dui4,9,高等,to fall behind/to drop out,Group 21
迭起,迭起,dié qǐ,die2 qi3,9,高等,continuously arising/to arise repeatedly,Group 21
订立,訂立,dìng lì,ding4 li4,9,高等,"to conclude (treaty, contract, agreement etc)/to set up (a rule etc)",Group 21
定为,定為,dìng wèi,ding4 wei4,9,高等,set for,Group 22
定向,定向,dìng xiàng,ding4 xiang4,9,高等,to orientate/directional/directed/orienteering,Group 22
定心丸,定心丸,dìng xīn wán,ding4 xin1 wan2,9,高等,tranquilizer/sth that sets one's mind at ease,Group 22
叮嘱,叮囑,dīng zhǔ,ding1 zhu3,9,高等,to warn repeatedly/to urge/to exhort again and again,Group 22
东奔西走,東奔西走,dōng bēn xī zǒu,dong1 ben1 xi1 zou3,9,高等,to run this way and that (idiom); to rush about busily/to bustle about/to hopscotch/also 東跑西顛|东跑西颠[dong1 pao3 xi1 dian1],Group 22
动荡,"動蕩,動盪",dòng dàng,dong4 dang4,9,高等,unrest (social or political)/turmoil/upheaval/commotion,Group 22
东道主,東道主,dōng dào zhǔ,dong1 dao4 zhu3,9,高等,host/official host (e.g. venue for games or a conference),Group 22
动工,動工,dòng gōng,dong4 gong1,9,高等,to start (a building project),Group 22
栋梁,棟梁,dòng liáng,dong4 liang2,9,高等,ridgepole/ridgepole and beams/person able to bear heavy responsibility/mainstay (of organization)/pillar (of state),Group 22
东张西望,東張西望,dōng zhāng xī wàng,dong1 zhang1 xi1 wang4,9,高等,to look in all directions (idiom)/to glance around,Group 22
陡,陡,dǒu,dou3,9,高等,steep/precipitous/abrubtly/suddenly/unexpectedly,Group 22
兜儿,兜兒,dōu ér,dou1 er2,9,高等,erhua variant of 兜[dou1],Group 22
豆浆,豆漿,dòu jiāng,dou4 jiang1,9,高等,soy milk,Group 22
独唱,獨唱,dú chàng,du2 chang4,9,高等,(in singing) solo/to solo,Group 22
督促,督促,dū cù,du1 cu4,9,高等,to supervise and urge completion of a task/to urge on,Group 22
杜绝,杜絕,dù jué,du4 jue2,9,高等,to put an end to,Group 22
独立自主,獨立自主,dú lì zì zhǔ,du2 li4 zi4 zhu3,9,高等,independent and autonomous (idiom); self-determination/to act independently/to maintain control over one's own affairs,Group 22
断断续续,斷斷續續,duàn duàn xù xù,duan4 duan4 xu4 xu4,9,高等,intermittent/off and on/discontinuous/stop-go/stammering/disjointed/inarticulate,Group 22
段落,段落,duàn luò,duan4 luo4,9,高等,phase/time interval/paragraph/(written) passage,Group 22
端正,端正,duān zhèng,duan1 zheng4,9,高等,upright/regular/proper/correct,Group 22
对白,對白,duì bái,dui4 bai2,9,高等,dialogue (in a movie or a play),Group 23
对得起,對得起,duì de qǐ,dui4 de qi3,9,高等,not to let sb down/to treat sb fairly/be worthy of,Group 23
对联,對聯,duì lián,dui4 lian2,9,高等,"rhyming couplet/pair of lines of verse written vertically down the sides of a doorway/CL:副[fu4],幅[fu2]",Group 23
对弈,對弈,duì yì,dui4 yi4,9,高等,"to play go, chess etc",Group 23
对照,對照,duì zhào,dui4 zhao4,9,高等,to contrast/to compare/to place side by side for comparison (as parallel texts)/to check,Group 23
堆砌,堆砌,duī qì,dui1 qi4,9,高等,lit. to pile up (bricks)/to pack/fig. to pad out (writing with fancy phrases)/ornate rhetoric,Group 23
敦促,敦促,dūn cù,dun1 cu4,9,高等,to press/to urge/to hasten,Group 23
顿时,頓時,dùn shí,dun4 shi2,9,高等,immediately/suddenly,Group 23
敦厚,敦厚,dūn hòu,dun1 hou4,9,高等,genuine/honest and sincere,Group 23
多边,多邊,duō biān,duo1 bian1,9,高等,multilateral,Group 23
哆嗦,哆嗦,duō suo,duo1 suo,9,高等,to tremble/to shiver/uncontrolled shaking of the body,Group 23
多功能,多功能,duō gōng néng,duo1 gong1 neng2,9,高等,multifunctional/multifunction,Group 23
夺魁,奪魁,duó kuí,duo2 kui2,9,高等,to seize/to win,Group 23
多劳多得,多勞多得,duō láo duō de,duo1 lao2 duo1 de,9,高等,work more and get more,Group 23
多年来,多年來,duō nián lái,duo1 nian2 lai2,9,高等,for the past many years,Group 23
舵手,舵手,duò shǒu,duo4 shou3,9,高等,helmsman,Group 23
多心,多心,duō xīn,duo1 xin1,9,高等,oversensitive/suspicious,Group 23
多元,多元,duō yuán,duo1 yuan2,9,高等,poly-/multi-/multielement/multivariant/multivariate (math.),Group 23
讹诈,訛詐,é zhà,e2 zha4,9,高等,to extort under false pretenses/to blackmail/to bluff/to defraud,Group 23
遏制,遏制,è zhì,e4 zhi4,9,高等,to check/to contain/to hold back/to keep within limits/to constrain/to restrain,Group 24
恩情,恩情,ēn qíng,en1 qing2,9,高等,kindness/affection/grace/favor,Group 24
耳目一新,耳目一新,ěr mù yī xīn,er3 mu4 yi1 xin1,9,高等,a pleasant change/a breath of fresh air/refreshing,Group 24
耳闻目睹,耳聞目睹,ěr wén mù dǔ,er3 wen2 mu4 du3,9,高等,to witness personally,Group 24
二手车,二手車,èr shǒu chē,er4 shou3 che1,9,高等,second-hand car,Group 24
耳熟能详,耳熟能詳,ěr shú néng xiáng,er3 shu2 neng2 xiang2,9,高等,what's frequently heard can be repeated in detail (idiom),Group 24
发愤图强,發憤圖強,fā fèn tú qiáng,fa1 fen4 tu2 qiang2,9,高等,to be strongly determined to succeed (idiom),Group 24
发酵,發酵,fā jiào,fa1 jiao4,9,高等,"to ferment/(fig.) (of trends, emotions or repercussions etc) to bubble away; to simmer; to develop",Group 24
发愣,發愣,fā lèng,fa1 leng4,9,高等,to stare blankly; to be in a daze,Group 24
阀门,閥門,fá mén,fa2 men2,9,高等,valve (mechanical),Group 24
发起人,發起人,fā qǐ rén,fa1 qi3 ren2,9,高等,proposer/initiator/founding member,Group 24
发扬,發揚,fā yáng,fa1 yang2,9,高等,to develop/to make full use of,Group 24
发扬光大,發揚光大,fā yáng guāng dà,fa1 yang2 guang1 da4,9,高等,to develop and promote/to carry forward/to bring to great height of development,Group 24
发源地,發源地,fā yuán dì,fa1 yuan2 di4,9,高等,place of origin/birthplace/source,Group 24
反差,反差,fǎn chà,fan3 cha4,9,高等,contrast; discrepancy,Group 24
范畴,範疇,fàn chóu,fan4 chou2,9,高等,category,Group 24
犯愁,犯愁,fàn chóu,fan4 chou2,9,高等,to worry/to be anxious,Group 24
翻番,翻番,fān fān,fan1 fan1,9,高等,to double/to increase by a certain number of times,Group 24
繁华,繁華,fán huá,fan2 hua2,9,高等,flourishing/bustling,Group 25
返还,返還,fǎn huán,fan3 huan2,9,高等,restitution/return of something to its original owner/remittance,Group 25
翻来覆去,翻來覆去,fān lái fù qù,fan1 lai2 fu4 qu4,9,高等,to toss and turn (sleeplessly)/again and again,Group 25
烦闷,煩悶,fán mèn,fan2 men4,9,高等,moody; gloomy,Group 25
繁体字,繁體字,fán tǐ zì,fan2 ti3 zi4,9,高等,traditional Chinese character,Group 25
繁重,繁重,fán zhòng,fan2 zhong4,9,高等,heavy/burdensome/heavy-duty/arduous/onerous,Group 25
防盗,防盜,fáng dào,fang2 dao4,9,高等,to guard against theft/anti-theft,Group 25
防盗门,防盜門,fáng dào mén,fang2 dao4 men2,9,高等,security door,Group 25
方方面面,方方面面,fāng fāng miàn miàn,fang1 fang1 mian4 mian4,9,高等,all sides; all aspects/multifaceted,Group 25
妨害,妨害,fáng hài,fang2 hai4,9,高等,to jeopardize/to be harmful to/to undermine,Group 25
仿制,仿製,fǎng zhì,fang3 zhi4,9,高等,to copy/to imitate/to make by imitating a model,Group 25
防汛,防汛,fáng xùn,fang2 xun4,9,高等,flood control/anti-flood (precautions),Group 25
防疫,防疫,fáng yì,fang2 yi4,9,高等,to prevent epidemics,Group 25
纺织,紡織,fǎng zhī,fang3 zhi1,9,高等,spinning and weaving,Group 25
肥沃,肥沃,féi wò,fei2 wo4,9,高等,fertile,Group 26
沸沸扬扬,沸沸揚揚,fèi fèi yáng yáng,fei4 fei4 yang2 yang2,9,高等,bubbling and gurgling/hubbubing/abuzz,Group 26
废寝忘食,廢寢忘食,fèi qǐn wàng shí,fei4 qin3 wang4 shi2,9,高等,(idiom) to skip one's sleep and meals; to be completely wrapped up in one's work,Group 26
分寸,分寸,fēn cùn,fen1 cun4,9,高等,propriety/appropriate behavior/proper speech or action/within the norms,Group 26
份额,份額,fèn é,fen4 e2,9,高等,share/portion,Group 26
芬芳,芬芳,fēn fāng,fen1 fang1,9,高等,perfume/fragrant,Group 26
分割,分割,fēn gē,fen1 ge1,9,高等,to cut up/to break up,Group 26
分化,分化,fēn huà,fen1 hua4,9,高等,to split apart/differentiation,Group 26
奋勇,奮勇,fèn yǒng,fen4 yong3,9,高等,dauntless/to summon up courage and determination/using extreme force of will,Group 26
分外,分外,fèn wài,fen4 wai4,9,高等,exceptionally/not one's responsibility or job,Group 26
分赃,分贓,fēn zāng,fen1 zang1,9,高等,to share the booty; to divide ill-gotten gains,Group 26
封顶,封頂,fēng dǐng,feng1 ding3,9,高等,"to put a roof (on a building)/to cap the roof (finishing a building project)/fig. to put a ceiling (on spending, prize, ambition etc)/to top off/fig. to reach the highest point (of growth, profit, interest rates)/to stop growing (of plant bud or branch)",Group 26
封建,封建,fēng jiàn,feng1 jian4,9,高等,system of enfeoffment/feudalism/feudal/feudalistic,Group 26
风餐露宿,風餐露宿,fēng cān lù sù,feng1 can1 lu4 su4,9,高等,lit. to eat in the open air and sleep outdoors (idiom)/fig. to rough it,Group 26
风风雨雨,風風雨雨,fēng fēng yǔ yǔ,feng1 feng1 yu3 yu3,9,高等,trials and tribulations/ups and downs,Group 26
丰富多彩,豐富多彩,fēng fù duō cǎi,feng1 fu4 duo1 cai3,9,高等,richly colorful,Group 26
风和日丽,風和日麗,fēng hé rì lì,feng1 he2 ri4 li4,9,高等,"moderate wind, beautiful sun (idiom); fine sunny weather, esp. in springtime",Group 27
峰回路转,峰回路轉,fēng huí lù zhuǎn,feng1 hui2 lu4 zhuan3,9,高等,the mountain road twists around each new peak (idiom)/(of a mountain road) twisting and turning/fig. an opportunity has come unexpectedly/things have taken a new turn,Group 27
风浪,風浪,fēng làng,feng1 lang4,9,高等,wind and waves; rough waters/(fig.) hardship,Group 27
风力,風力,fēng lì,feng1 li4,9,高等,wind force/wind power,Group 27
风貌,風貌,fēng mào,feng1 mao4,9,高等,style/manner/ethos,Group 27
风气,風氣,fēng qì,feng1 qi4,9,高等,general mood/atmosphere/common practice,Group 27
风沙,風沙,fēng shā,feng1 sha1,9,高等,sand blown by wind/sandstorm,Group 27
丰硕,豐碩,fēng shuò,feng1 shuo4,9,高等,plentiful; substantial; rich (in resources etc),Group 27
富含,富含,fù hán,fu4 han2,9,高等,to contain in great quantities/rich in,Group 27
附和,附和,fù hè,fu4 he4,9,高等,to agree/to go along with/to echo (what sb says),Group 27
腐化,腐化,fǔ huà,fu3 hua4,9,高等,to rot/to decay/to become corrupt,Group 27
孵化,孵化,fū huà,fu1 hua4,9,高等,breeding/to incubate/innovation (esp. in commerce and marketing),Group 27
浮力,浮力,fú lì,fu2 li4,9,高等,buoyancy,Group 27
富强,富強,fù qiáng,fu4 qiang2,9,高等,rich and powerful,Group 27
俯首,俯首,fǔ shǒu,fu3 shou3,9,高等,to bend one's head,Group 27
腹泻,腹瀉,fù xiè,fu4 xie4,9,高等,diarrhea/to have the runs,Group 27
抚恤,撫卹,fǔ xù,fu3 xu4,9,高等,(of an organization that has a duty of care) to give financial support to relatives of sb who has died or suffered serious injury,Group 27
抚养费,撫養費,fǔ yǎng fèi,fu3 yang3 fei4,9,高等,child support payment (after a divorce),Group 27
浮躁,浮躁,fú zào,fu2 zao4,9,高等,fickle and impatient/restless/giddy/scatterbrained,Group 27
富足,富足,fù zú,fu4 zu2,9,高等,rich/plentiful,Group 28
改版,改版,gǎi bǎn,gai3 ban3,9,高等,to revise the current edition/revised edition,Group 28
改革开放,改革開放,gǎi gé kāi fàng,gai3 ge2 kai1 fang4,9,高等,to reform and open to the outside world/refers to Deng Xiaoping's policies from around 1980,Group 28
概况,概況,gài kuàng,gai4 kuang4,9,高等,general situation/summary,Group 28
概论,概論,gài lùn,gai4 lun4,9,高等,outline/introduction/survey/general discussion,Group 28
改日,改日,gǎi rì,gai3 ri4,9,高等,another day/some other day,Group 28
改为,改為,gǎi wéi,gai3 wei2,9,高等,to change into,Group 28
干部,幹部,gàn bù,gan4 bu4,9,高等,cadre/official/officer/manager,Group 28
干戈,干戈,gān gē,gan1 ge1,9,高等,weapons of war/arms,Group 28
干旱,乾旱,gān hàn,gan1 han4,9,高等,drought/arid/dry,Group 28
感慨,感慨,gǎn kǎi,gan3 kai3,9,高等,"to sigh with sorrow, regret etc/rueful/deeply moved",Group 28
感叹,感嘆,gǎn tàn,gan3 tan4,9,高等,to sigh (with feeling)/to lament,Group 28
甘心,甘心,gān xīn,gan1 xin1,9,高等,to be willing to/to resign oneself to,Group 28
赶赴,趕赴,gǎn fù,gan3 fu4,9,高等,to hurry/to rush,Group 29
敢情,敢情,gǎn qíng,gan3 qing2,9,高等,actually/as it turns out/indeed/of course,Group 29
干事,幹事,gàn shì,gan4 shi4,9,高等,administrator/executive secretary,Group 29
杠铃,槓鈴,gàng líng,gang4 ling2,9,高等,barbell,Group 29
纲领,綱領,gāng lǐng,gang1 ling3,9,高等,program (i.e. plan of action)/guiding principle,Group 29
纲要,綱要,gāng yào,gang1 yao4,9,高等,outline/essential points,Group 29
刚毅,剛毅,gāng yì,gang1 yi4,9,高等,resolute/steadfast/stalwart,Group 29
高调,高調,gāo diào,gao1 diao4,9,高等,high-sounding speech/bombast/high-profile,Group 29
高低,高低,gāo dī,gao1 di1,9,高等,"height/altitude (aviation)/pitch (music)/ups and downs (success or failure)/whether sth is right or wrong/comparative strength, weight, depth, stature/(spoken interjection) anyway, whatever/eventually, in the end",Group 29
高额,高額,gāo é,gao1 e2,9,高等,high quota/large amount,Group 29
高峰期,高峰期,gāo fēng qī,gao1 feng1 qi1,9,高等,peak period/rush hour,Group 30
高龄,高齡,gāo líng,gao1 ling2,9,高等,elderly,Group 30
高新技术,高新技術,gāo xīn jì shù,gao1 xin1 ji4 shu4,9,高等,high tech/high technology,Group 30
告状,告狀,gào zhuàng,gao4 zhuang4,9,高等,"to tell on sb/to complain (to a teacher, a superior etc)/to bring a lawsuit",Group 30
搞笑,搞笑,gǎo xiào,gao3 xiao4,9,高等,to get people to laugh/funny/hilarious,Group 30
个案,個案,gè àn,ge4 an4,9,高等,individual case; special case,Group 30
各奔前程,各奔前程,gè bèn qián chéng,ge4 ben4 qian2 cheng2,9,高等,each goes his own way (idiom); each person has his own life to lead,Group 30
戈壁,戈壁,gē bì,ge1 bi4,9,高等,Gobi (desert),Group 30
格局,格局,gé jú,ge2 ju2,9,高等,structure/pattern/layout,Group 30
搁浅,擱淺,gē qiǎn,ge1 qian3,9,高等,to be stranded (of ship)/to run aground/fig. to run into difficulties and stop,Group 30
隔阂,隔閡,gé hé,ge2 he2,9,高等,misunderstanding/estrangement/(language etc) barrier,Group 30
歌颂,歌頌,gē sòng,ge1 song4,9,高等,to sing the praises of/to extol/to eulogize,Group 30
个头儿,個頭兒,gè tou er,ge4 tou er,9,高等,size/height/stature,Group 30
歌咏,歌詠,gē yǒng,ge1 yong3,9,高等,to sing,Group 30
根基,根基,gēn jī,gen1 ji1,9,高等,foundation,Group 30
跟上,跟上,gēn shàng,gen1 shang4,9,高等,to catch up with/to keep pace with,Group 30
根深蒂固,根深蒂固,gēn shēn dì gù,gen1 shen1 di4 gu4,9,高等,deep-rooted (problem etc),Group 30
根治,根治,gēn zhì,gen1 zhi4,9,高等,to bring under permanent control/to effect a radical cure,Group 30
耕地,耕地,gēng dì,geng1 di4,9,高等,arable land/to plow land,Group 30
耿直,耿直,gěng zhí,geng3 zhi2,9,高等,honest/frank/candid,Group 31
公安局,公安局,gōng ān jú,gong1 an1 ju2,9,高等,public security bureau (government office similar in function to a police station),Group 31
供不应求,供不應求,gōng bù yìng qiú,gong1 bu4 ying4 qiu2,9,高等,supply does not meet demand,Group 31
功臣,功臣,gōng chén,gong1 chen2,9,高等,meritorious official/person who renders exceptional service; hero/(fig.) sth that plays a vital role,Group 31
功底,功底,gōng dǐ,gong1 di3,9,高等,training in the basic skills/knowledge of the fundamentals,Group 31
攻读,攻讀,gōng dú,gong1 du2,9,高等,to major (in a field)/to study a specialty to obtain a higher degree,Group 31
公费,公費,gōng fèi,gong1 fei4,9,高等,at public expense,Group 31
供奉,供奉,gòng fèng,gong4 feng4,9,高等,to consecrate/to enshrine and worship/an offering (to one's ancestors)/a sacrifice (to a god),Group 31
攻关,攻關,gōng guān,gong1 guan1,9,高等,to storm a strategic pass/fig. to tackle a key problem,Group 31
公函,公函,gōng hán,gong1 han2,9,高等,official letter,Group 31
公积金,公積金,gōng jī jīn,gong1 ji1 jin1,9,高等,official reserves/accumulated fund,Group 32
拱,拱,gǒng,gong3,9,高等,to cup one's hands in salute/to surround/to arch/to dig earth with the snout/arched,Group 32
公开信,公開信,gōng kāi xìn,gong1 kai1 xin4,9,高等,open letter,Group 32
工科,工科,gōng kē,gong1 ke1,9,高等,engineering as an academic subject,Group 32
功力,功力,gōng lì,gong1 li4,9,高等,merit/efficacy/competence/skill/power,Group 32
功率,功率,gōng lǜ,gong1 lv4,9,高等,rate of work/power (output),Group 32
供暖,供暖,gòng nuǎn,gong4 nuan3,9,高等,to supply heating (in a building)/heating,Group 32
公仆,公僕,gōng pú,gong1 pu2,9,高等,"public servant/CL:個|个[ge4],位[wei4]",Group 32
公顷,公頃,gōng qǐng,gong1 qing3,9,高等,hectare,Group 32
供求,供求,gōng qiú,gong1 qiu2,9,高等,supply and demand (economics),Group 32
工商界,工商界,gōng shāng jiè,gong1 shang1 jie4,9,高等,industry/the world of business,Group 32
公示,公示,gōng shì,gong1 shi4,9,高等,to make known to the public (for information or to seek comments)/public notification,Group 32
宫廷,宮廷,gōng tíng,gong1 ting2,9,高等,court (of king or emperor),Group 32
共同体,共同體,gòng tóng tǐ,gong4 tong2 ti3,9,高等,community,Group 33
共性,共性,gòng xìng,gong4 xing4,9,高等,overall character,Group 33
工序,工序,gōng xù,gong1 xu4,9,高等,working procedure/process,Group 33
公益性,公益性,gōng yì xìng,gong1 yi4 xing4,9,高等,public welfare,Group 33
公用,公用,gōng yòng,gong1 yong4,9,高等,public/for public use,Group 33
公约,公約,gōng yuē,gong1 yue1,9,高等,convention (i.e. international agreement),Group 33
公证,公證,gōng zhèng,gong1 zheng4,9,高等,notarization/notarized/acknowledgement,Group 33
工整,工整,gōng zhěng,gong1 zheng3,9,高等,fine work/carefully and neatly done,Group 33
公职,公職,gōng zhí,gong1 zhi2,9,高等,civil service/public office/government job,Group 33
勾画,勾畫,gōu huà,gou1 hua4,9,高等,to sketch out/to delineate,Group 33
勾结,勾結,gōu jié,gou1 jie2,9,高等,to collude with/to collaborate with/to gang up with,Group 33
顾不得,顧不得,gù bù dé,gu4 bu4 de2,9,高等,unable to change sth/unable to deal with,Group 33
顾不上,顧不上,gù bù shàng,gu4 bu4 shang4,9,高等,cannot attend to or manage,Group 33
骨干,骨幹,gǔ gàn,gu3 gan4,9,高等,diaphysis (long segment of a bone)/fig. backbone,Group 33
古迹,古蹟,gǔ jì,gu3 ji4,9,高等,places of historic interest/historical sites/CL:個|个[ge4],Group 33
沽名钓誉,沽名釣譽,gū míng diào yù,gu1 ming2 diao4 yu4,9,高等,to angle for fame (idiom)/to fish for compliments,Group 33
古今中外,古今中外,gǔ jīn zhōng wài,gu3 jin1 zhong1 wai4,9,高等,at all times and in all places (idiom),Group 33
孤陋寡闻,孤陋寡聞,gū lòu guǎ wén,gu1 lou4 gua3 wen2,9,高等,ignorant and inexperienced/ill-informed and narrow-minded,Group 34
股民,股民,gǔ mín,gu3 min2,9,高等,stock investor/share trader,Group 34
古朴,古樸,gǔ piáo,gu3 piao2,9,高等,"simple and unadorned (of art, architecture etc)",Group 34
顾全大局,顧全大局,gù quán dà jú,gu4 quan2 da4 ju2,9,高等,to take the big picture into consideration (idiom)/to work for the benefits of all,Group 34
固然,固然,gù rán,gu4 ran2,9,高等,admittedly (it's true that...),Group 34
估算,估算,gū suàn,gu1 suan4,9,高等,assessment/evaluation,Group 34
瓜分,瓜分,guā fēn,gua1 fen1,9,高等,to partition/to divide up,Group 34
刮风,颳風,guā fēng,gua1 feng1,9,高等,to be windy,Group 34
挂钩,掛鉤,guà gōu,gua4 gou1,9,高等,to couple; to link; to hook together/(fig.) (preceded by 與|与[yu3] + {entity}) to establish contact (with {entity}); (Tw) to collude (with {entity})/(fig.) to link (marketing efforts with production etc); to peg (welfare payments to inflation etc); to tie (remuneration to performance etc)/hook (on which to hang sth); latch hook; coupling,Group 34
挂号,掛號,guà hào,gua4 hao4,9,高等,to register (at a hospital etc)/to send by registered mail,Group 34
挂失,掛失,guà shī,gua4 shi1,9,高等,to report the loss of something,Group 34
瓜子,瓜子,guā zi,gua1 zi,9,高等,"melon seed/seeds of pumpkin, watermelon or sunflower etc, roasted and flavored, consumed as a snack",Group 34
乖巧,乖巧,guāi qiǎo,guai1 qiao3,9,高等,clever (child)/smart/lovable/cute,Group 34
官兵,官兵,guān bīng,guan1 bing1,9,高等,(military) officers and soldiers/officers and men/(old) government troops,Group 35
贯彻,貫徹,guàn chè,guan4 che4,9,高等,to implement/to put into practice/to carry out,Group 35
观感,觀感,guān gǎn,guan1 gan3,9,高等,one's impressions/observations,Group 35
灌溉,灌溉,guàn gài,guan4 gai4,9,高等,to irrigate,Group 35
官吏,官吏,guān lì,guan1 li4,9,高等,bureaucrat/official,Group 35
管理费,管理費,guǎn lǐ fèi,guan3 li3 fei4,9,高等,management fee,Group 35
官僚主义,官僚主義,guān liáo zhǔ yì,guan1 liao2 zhu3 yi4,9,高等,bureaucracy,Group 35
关税,關稅,guān shuì,guan1 shui4,9,高等,customs duty/tariff,Group 35
贯通,貫通,guàn tōng,guan4 tong1,9,高等,to link up/to thread together,Group 35
观望,觀望,guān wàng,guan1 wang4,9,高等,to wait and see/to watch from the sidelines/to look around/to survey,Group 35
惯性,慣性,guàn xìng,guan4 xing4,9,高等,(physics) inertia/(fig.) force of habit/tendency to do things in the accustomed way/habitual,Group 35
光碟,光碟,guāng dié,guang1 die2,9,高等,"optical disc/compact disc/CD/CD-ROM/CL:片[pian4],張|张[zhang1]",Group 35
光缆,光纜,guāng lǎn,guang1 lan3,9,高等,optical cable,Group 35
光明磊落,光明磊落,guāng míng lěi luò,guang1 ming2 lei3 luo4,9,高等,open and candid (idiom); straightforward and upright,Group 35
广义,廣義,guǎng yì,guang3 yi4,9,高等,broad sense/general sense,Group 35
瑰宝,瑰寶,guī bǎo,gui1 bao3,9,高等,gem/(fig.) rare and valuable item/gem/treasure,Group 35
归根到底,歸根到底,guī gēn dào dǐ,gui1 gen1 dao4 di3,9,高等,after all/in the final analysis/ultimately,Group 35
桂花,桂花,guì huā,gui4 hua1,9,高等,osmanthus flowers/Osmanthus fragrans,Group 35
归纳,歸納,guī nà,gui1 na4,9,高等,to sum up/to summarize/to conclude from facts/induction (method of deduction in logic),Group 35
闺女,閨女,guī nǚ,gui1 nv3,9,高等,maiden; unmarried woman/(coll.) daughter,Group 36
过半,過半,guò bàn,guo4 ban4,9,高等,over fifty percent/more than half,Group 36
国宝,國寶,guó bǎo,guo2 bao3,9,高等,national treasure,Group 36
国画,國畫,guó huà,guo2 hua4,9,高等,traditional Chinese painting,Group 36
国徽,國徽,guó huī,guo2 hui1,9,高等,national emblem/national coat of arms,Group 36
过奖,過獎,guò jiǎng,guo4 jiang3,9,高等,to overpraise/to flatter,Group 36
过境,過境,guò jìng,guo4 jing4,9,高等,to pass through a country's territory/transit,Group 36
国情,國情,guó qíng,guo2 qing2,9,高等,the characteristics and circumstances particular to a country/current state of a country,Group 36
过剩,過剩,guò shèng,guo4 sheng4,9,高等,to be excessive; to be more than is required,Group 36
国学,國學,guó xué,guo2 xue2,9,高等,Chinese national culture/studies of ancient Chinese civilization/the Imperial College (history),Group 36
过硬,過硬,guò yìng,guo4 ying4,9,高等,to have perfect mastery of sth/to be up to the mark,Group 36
国有,國有,guó yǒu,guo2 you3,9,高等,nationalized/public/government owned/state-owned,Group 36
海拔,海拔,hǎi bá,hai3 ba2,9,高等,height above sea level/elevation,Group 36
还款,還款,hái kuǎn,hai2 kuan3,9,高等,repayment/to pay back money,Group 36
海量,海量,hǎi liàng,hai3 liang4,9,高等,huge volume,Group 36
海内外,海內外,hǎi nèi wài,hai3 nei4 wai4,9,高等,domestic and international; at home and abroad,Group 37
骇人听闻,駭人聽聞,hài rén tīng wén,hai4 ren2 ting1 wen2,9,高等,shocking/horrifying/atrocious/terrible,Group 37
害臊,害臊,hài sào,hai4 sao4,9,高等,to be bashful/to feel ashamed,Group 37
海啸,海嘯,hǎi xiào,hai3 xiao4,9,高等,tsunami,Group 37
海运,海運,hǎi yùn,hai3 yun4,9,高等,shipping by sea,Group 37
旱,旱,hàn,han4,9,高等,drought,Group 37
酣畅,酣暢,hān chàng,han1 chang4,9,高等,"unrestrained/cheerful lack of inhibition, esp. for drinking or sleeping/to drink with abandon",Group 37
涵盖,涵蓋,hán gài,han2 gai4,9,高等,to cover/to comprise/to include,Group 37
酣睡,酣睡,hān shuì,han1 shui4,9,高等,to sleep soundly/to fall into a deep sleep,Group 37
含蓄,含蓄,hán xù,han2 xu4,9,高等,"to contain/to hold/(of a person or style etc) reserved/restrained/(of words, writings) full of hidden meaning/implicit/veiled (criticism)",Group 37
涵义,涵義,hán yì,han2 yi4,9,高等,content/meaning/connotation/implication,Group 37
函授,函授,hán shòu,han2 shou4,9,高等,to teach by correspondence,Group 37
旱灾,旱災,hàn zāi,han4 zai1,9,高等,drought,Group 37
行情,行情,háng qíng,hang2 qing2,9,高等,market price/quotation of market price/the current market situation,Group 38
航天员,航天員,háng tiān yuán,hang2 tian1 yuan2,9,高等,astronaut,Group 38
航运,航運,háng yùn,hang2 yun4,9,高等,shipping/transport,Group 38
浩劫,浩劫,hào jié,hao4 jie2,9,高等,calamity/catastrophe/apocalypse,Group 38
耗时,耗時,hào shí,hao4 shi2,9,高等,time-consuming/to take a period of (x amount of time),Group 38
